DateTime,MODIS_filename,MODIS_SST,MODIS_pix,L8_filename,L8_LST,L8_pix,time_dif
2023-01-28 12:00:00,20230128113001-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,-0.6338596117161649,578259,LC08_L1GT_006112_20230128_20230227_02_T2_SW_LST.TIF,-3.148580371065523,578259,0 days 00:29:59
2023-02-13 12:00:00,20230213123501-JPL-L2P_GHRSST-SSTskin-MODIS_T-N-v02.0-fv01.0,-1.7560123571327755,420,LC08_L1GT_006112_20230213_20230218_02_T2_SW_LST.TIF,-3.8635466802687644,420,0 days 00:35:01
2023-03-01 12:00:00,20230301120501-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,,0,LC08_L1GT_006112_20230301_20230315_02_T2_SW_LST.TIF,,0,0 days 00:05:01
2022-11-29 12:00:00,20221129111501-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,,0,LC08_L1GT_155132_20221129_20221206_02_T2_SW_LST.TIF,,0,0 days 00:44:59
2022-12-31 12:00:00,20221231101501-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,,0,LC08_L1GT_155132_20221231_20230111_02_T2_SW_LST.TIF,,0,0 days 00:04:59
2022-01-04 12:00:00,20220104124501-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,,0,LC08_L1GT_156132_20220104_20220114_02_T2_SW_LST.TIF,,0,0 days 00:45:01
2022-12-22 12:00:00,20221222121500-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,,0,LC08_L1GT_156132_20221222_20230113_02_T2_SW_LST.TIF,,0,0 days 00:15:00
2023-01-07 12:00:00,20230107083500-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,-0.4151986105084368,578211,LC08_L1GT_156132_20230107_20230110_02_T2_SW_LST.TIF,-2.341824511313299,578211,0 days 00:09:59
2021-12-26 12:00:00,20211226111500-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,-1.490077972266346,23717,LC08_L1GT_157132_20211226_20211229_02_T2_SW_LST.TIF,-4.284683217116459,23717,0 days 00:45:00
2022-01-11 12:00:00,20220111111501-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,,0,LC08_L1GT_157132_20220111_20220122_02_T2_SW_LST.TIF,,0,0 days 00:44:59
2022-01-02 12:00:00,20220102112001-JPL-L2P_GHRSST-SSTskin-MODIS_T-D-v02.0-fv01.0,-1.5469333756537664,42,LC08_L1GT_158132_20220102_20220105_02_T2_SW_LST.TIF,-2.687852696010022,42,0 days 00:39:59
2022-12-04 12:00:00,20221204081001-JPL-L2P_GHRSST-SSTskin-MODIS_T-N-v02.0-fv01.0,-1.291424122761929,542102,LC08_L1GT_158132_20221204_20230113_02_T2_SW_LST.TIF,-2.8766570928278608,542102,0 days 00:35:00
2022-12-20 12:00:00,20221220092000-JPL-L2P_GHRSST-SSTskin-MODIS_T-N-v02.0-fv01.0,-1.2027423842262588,542177,LC08_L1GT_158132_20221220_20221227_02_T2_SW_LST.TIF,-2.9704244584451804,542177,0 days 00:30:01
